Distance_(cm), NH2OH_Sens_HOF_HCCO_(), NH2OH_Sens_HOF_CH2CO_(), NH2OH_Sens_HOF_HCCOH_(), NH2OH_Sens_HOF_N_(), NH2OH_Sens_HOF_NH_(), NH2OH_Sens_HOF_NH2_(), NH2OH_Sens_HOF_NH3_(), NH2OH_Sens_HOF_NNH_(), NH2OH_Sens_HOF_NO_(), NH2OH_Sens_HOF_NO2_(), NH2OH_Sens_HOF_N2O_(), NH2OH_Sens_HOF_HNO_(), NH2OH_Sens_HOF_CN_(), NH2OH_Sens_HOF_HCN_(), NH2OH_Sens_HOF_H2CN_(), NH2OH_Sens_HOF_HCNN_(), NH2OH_Sens_HOF_HCNO_(), NH2OH_Sens_HOF_HOCN_(), NH2OH_Sens_HOF_HNCO_(), NH2OH_Sens_HOF_NCO_(), NH2OH_Sens_HOF_N2_(), NH2OH_Sens_HOF_C3H8_(), NH2OH_Sens_HOF_CH2CHO_(), NH2OH_Sens_HOF_CH3CHO_(), NH2OH_Sens_HOF_H2NO_(), NH2OH_Sens_HOF_N2H2_(), NH2OH_Sens_HOF_HONO_(), NH2OH_Sens_HOF_N2H3_(), NH2OH_Sens_HOF_N2H4_(), NH2OH_Sens_HOF_NH2OH_()
9.855769e-01, 1.626144e-03, -7.161267e-03, 0.000000e+00, 0.000000e+00, 7.676693e-01, 1.416546e+01, -7.316668e-01, -5.622178e-01, -3.948656e-01, -2.439445e-03, -2.019235e-02, 9.002474e-01, 1.883866e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.423427e-03, 0.000000e+00, 3.840414e-03, 9.935447e-03, -2.665985e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.253943e+00, -1.655416e-02, 5.177966e+00, -6.914633e+00, 7.997907e-03
9.871795e-01, 1.625361e-03, -7.156156e-03, 0.000000e+00, 0.000000e+00, 7.672761e-01, 1.416694e+01, -7.313097e-01, -5.618828e-01, -3.942711e-01, -2.441265e-03, -2.018507e-02, 8.994615e-01, 1.909090e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.401114e-03, 0.000000e+00, 3.829177e-03, 9.932641e-03, -2.670073e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.253445e+00, -1.655332e-02, 5.177694e+00, -6.915195e+00, 7.999053e-03
9.887821e-01, 1.624727e-03, -7.151972e-03, 0.000000e+00, 0.000000e+00, 7.669549e-01, 1.416807e+01, -7.310200e-01, -5.616103e-01, -3.937859e-01, -2.442789e-03, -2.017856e-02, 8.988192e-01, 1.929801e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.382944e-03, 0.000000e+00, 3.819833e-03, 9.930210e-03, -2.673402e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.253040e+00, -1.655265e-02, 5.177470e+00, -6.915633e+00, 8.000033e-03
9.903846e-01, 1.624208e-03, -7.148510e-03, 0.000000e+00, 0.000000e+00, 7.666896e-01, 1.416891e+01, -7.307827e-01, -5.613863e-01, -3.933857e-01, -2.444083e-03, -2.017268e-02, 8.982886e-01, 1.946990e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.367989e-03, 0.000000e+00, 3.811986e-03, 9.928086e-03, -2.676141e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.252707e+00, -1.655209e-02, 5.177283e+00, -6.915974e+00, 8.000876e-03
9.919872e-01, 1.623778e-03, -7.145612e-03, 0.000000e+00, 0.000000e+00, 7.664678e-01, 1.416954e+01, -7.305864e-01, -5.612001e-01, -3.930518e-01, -2.445197e-03, -2.016733e-02, 8.978451e-01, 1.961431e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.355527e-03, 0.000000e+00, 3.805325e-03, 9.926216e-03, -2.678420e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.252429e+00, -1.655163e-02, 5.177126e+00, -6.916238e+00, 8.001606e-03
9.935897e-01, 1.623418e-03, -7.143154e-03, 0.000000e+00, 0.000000e+00, 7.662799e-01, 1.417000e+01, -7.304219e-01, -5.610433e-01, -3.927695e-01, -2.446173e-03, -2.016242e-02, 8.974697e-01, 1.973722e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.345005e-03, 0.000000e+00, 3.799607e-03, 9.924559e-03, -2.680340e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.252195e+00, -1.655124e-02, 5.176990e+00, -6.916443e+00, 8.002241e-03
9.967949e-01, 1.622858e-03, -7.139272e-03, 0.000000e+00, 0.000000e+00, 7.659838e-01, 1.417052e+01, -7.301675e-01, -5.607983e-01, -3.923262e-01, -2.447797e-03, -2.015372e-02, 8.968784e-01, 1.993241e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.328488e-03, 0.000000e+00, 3.790433e-03, 9.921777e-03, -2.683338e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.251829e+00, -1.655064e-02, 5.176773e+00, -6.916714e+00, 8.003274e-03
1.000000e+00, 1.622432e-03, -7.136260e-03, 0.000000e+00, 0.000000e+00, 7.657542e-01, 1.417072e+01, -7.299750e-01, -5.606104e-01, -3.919841e-01, -2.449148e-03, -2.014615e-02, 8.964207e-01, 2.008505e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.315723e-03, 0.000000e+00, 3.783234e-03, 9.919508e-03, -2.685634e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.251546e+00, -1.655018e-02, 5.176600e+00, -6.916875e+00, 8.004081e-03
1.003205e+00, 1.622091e-03, -7.133821e-03, 0.000000e+00, 0.000000e+00, 7.655683e-01, 1.417076e+01, -7.298227e-01, -5.604596e-01, -3.917084e-01, -2.450319e-03, -2.013946e-02, 8.960512e-01, 2.020948e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.305407e-03, 0.000000e+00, 3.777385e-03, 9.917624e-03, -2.687473e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.251319e+00, -1.654981e-02, 5.176457e+00, -6.916971e+00, 8.004721e-03
1.006410e+00, 1.621809e-03, -7.131780e-03, 0.000000e+00, 0.000000e+00, 7.654126e-01, 1.417069e+01, -7.296977e-01, -5.603343e-01, -3.914784e-01, -2.451365e-03, -2.013351e-02, 8.957423e-01, 2.031433e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.296764e-03, 0.000000e+00, 3.772495e-03, 9.916035e-03, -2.688999e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.251129e+00, -1.654950e-02, 5.176335e+00, -6.917027e+00, 8.005236e-03
1.009615e+00, 1.621569e-03, -7.130026e-03, 0.000000e+00, 0.000000e+00, 7.652789e-01, 1.417057e+01, -7.295921e-01, -5.602270e-01, -3.912812e-01, -2.452321e-03, -2.012817e-02, 8.954774e-01, 2.040490e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.289326e-03, 0.000000e+00, 3.768310e-03, 9.914678e-03, -2.690302e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.250967e+00, -1.654923e-02, 5.176229e+00, -6.917060e+00, 8.005655e-03
1.012821e+00, 1.621359e-03, -7.128490e-03, 0.000000e+00, 0.000000e+00, 7.651618e-01, 1.417043e+01, -7.295009e-01, -5.601334e-01, -3.911089e-01, -2.453206e-03, -2.012337e-02, 8.952457e-01, 2.048455e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.282799e-03, 0.000000e+00, 3.764663e-03, 9.913505e-03, -2.691438e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.250824e+00, -1.654900e-02, 5.176135e+00, -6.917081e+00, 8.005999e-03
1.019231e+00, 1.621013e-03, -7.125935e-03, 0.000000e+00, 0.000000e+00, 7.649671e-01, 1.417012e+01, -7.293522e-01, -5.599779e-01, -3.908224e-01, -2.454810e-03, -2.011519e-02, 8.948607e-01, 2.061784e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.271895e-03, 0.000000e+00, 3.758627e-03, 9.911606e-03, -2.693321e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.250587e+00, -1.654860e-02, 5.175977e+00, -6.917098e+00, 8.006514e-03
1.025641e+00, 1.620732e-03, -7.123852e-03, 0.000000e+00, 0.000000e+00, 7.648089e-01, 1.416984e+01, -7.292339e-01, -5.598511e-01, -3.905891e-01, -2.456252e-03, -2.010847e-02, 8.945475e-01, 2.072710e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.262978e-03, 0.000000e+00, 3.753709e-03, 9.910107e-03, -2.694852e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.250392e+00, -1.654828e-02, 5.175846e+00, -6.917106e+00, 8.006881e-03
1.032051e+00, 1.620499e-03, -7.122118e-03, 0.000000e+00, 0.000000e+00, 7.646781e-01, 1.416958e+01, -7.291379e-01, -5.597456e-01, -3.903949e-01, -2.457568e-03, -2.010294e-02, 8.942873e-01, 2.081833e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.255543e-03, 0.000000e+00, 3.749584e-03, 9.908885e-03, -2.696123e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.250229e+00, -1.654800e-02, 5.175737e+00, -6.917109e+00, 8.007148e-03
1.038462e+00, 1.620303e-03, -7.120651e-03, 0.000000e+00, 0.000000e+00, 7.645682e-01, 1.416936e+01, -7.290587e-01, -5.596563e-01, -3.902307e-01, -2.458780e-03, -2.009835e-02, 8.940675e-01, 2.089559e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.249252e-03, 0.000000e+00, 3.746047e-03, 9.907860e-03, -2.697197e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.250090e+00, -1.654776e-02, 5.175643e+00, -6.917111e+00, 8.007348e-03
1.044872e+00, 1.620136e-03, -7.119392e-03, 0.000000e+00, 0.000000e+00, 7.644746e-01, 1.416916e+01, -7.289925e-01, -5.595795e-01, -3.900897e-01, -2.459904e-03, -2.009451e-02, 8.938793e-01, 2.096187e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.243855e-03, 0.000000e+00, 3.742958e-03, 9.906979e-03, -2.698115e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.249971e+00, -1.654755e-02, 5.175563e+00, -6.917113e+00, 8.007500e-03
1.051282e+00, 1.619991e-03, -7.118296e-03, 0.000000e+00, 0.000000e+00, 7.643940e-01, 1.416898e+01, -7.289364e-01, -5.595125e-01, -3.899670e-01, -2.460950e-03, -2.009129e-02, 8.937160e-01, 2.101939e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.239169e-03, 0.000000e+00, 3.740222e-03, 9.906205e-03, -2.698912e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.249866e+00, -1.654736e-02, 5.175492e+00, -6.917114e+00, 8.007617e-03
1.057692e+00, 1.619865e-03, -7.117331e-03, 0.000000e+00, 0.000000e+00, 7.643238e-01, 1.416882e+01, -7.288884e-01, -5.594536e-01, -3.898592e-01, -2.461927e-03, -2.008857e-02, 8.935726e-01, 2.106984e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.235052e-03, 0.000000e+00, 3.737770e-03, 9.905515e-03, -2.699610e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.249774e+00, -1.654720e-02, 5.175430e+00, -6.917115e+00, 8.007710e-03
1.064103e+00, 1.619753e-03, -7.116474e-03, 0.000000e+00, 0.000000e+00, 7.642620e-01, 1.416868e+01, -7.288467e-01, -5.594011e-01, -3.897633e-01, -2.462840e-03, -2.008624e-02, 8.934454e-01, 2.111453e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.231398e-03, 0.000000e+00, 3.735553e-03, 9.904892e-03, -2.700228e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.249691e+00, -1.654704e-02, 5.175375e+00, -6.917117e+00, 8.007784e-03
1.070513e+00, 1.619652e-03, -7.115704e-03, 0.000000e+00, 0.000000e+00, 7.642070e-01, 1.416855e+01, -7.288102e-01, -5.593539e-01, -3.896774e-01, -2.463694e-03, -2.008424e-02, 8.933317e-01, 2.115446e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.228126e-03, 0.000000e+00, 3.733533e-03, 9.904323e-03, -2.700780e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.249617e+00, -1.654691e-02, 5.175325e+00, -6.917117e+00, 8.007844e-03
1.076923e+00, 1.619562e-03, -7.115008e-03, 0.000000e+00, 0.000000e+00, 7.641578e-01, 1.416843e+01, -7.287779e-01, -5.593111e-01, -3.895998e-01, -2.464490e-03, -2.008251e-02, 8.932291e-01, 2.119042e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.225172e-03, 0.000000e+00, 3.731682e-03, 9.903801e-03, -2.701277e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.249550e+00, -1.654678e-02, 5.175279e+00, -6.917118e+00, 8.007894e-03
1.089744e+00, 1.619406e-03, -7.113804e-03, 0.000000e+00, 0.000000e+00, 7.640737e-01, 1.416822e+01, -7.287236e-01, -5.592369e-01, -3.894659e-01, -2.465919e-03, -2.007972e-02, 8.930524e-01, 2.125225e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.220072e-03, 0.000000e+00, 3.728421e-03, 9.902875e-03, -2.702131e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.249433e+00, -1.654655e-02, 5.175201e+00, -6.917120e+00, 8.007970e-03
1.102564e+00, 1.619275e-03, -7.112787e-03, 0.000000e+00, 0.000000e+00, 7.640036e-01, 1.416803e+01, -7.286791e-01, -5.591740e-01, -3.893533e-01, -2.467143e-03, -2.007755e-02, 8.929039e-01, 2.130419e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.215770e-03, 0.000000e+00, 3.725621e-03, 9.902076e-03, -2.702847e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.249334e+00, -1.654635e-02, 5.175134e+00, -6.917121e+00, 8.008027e-03
1.115385e+00, 1.619163e-03, -7.111915e-03, 0.000000e+00, 0.000000e+00, 7.639443e-01, 1.416788e+01, -7.286419e-01, -5.591198e-01, -3.892573e-01, -2.468171e-03, -2.007583e-02, 8.927774e-01, 2.134849e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.212087e-03, 0.000000e+00, 3.723196e-03, 9.901378e-03, -2.703455e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.249250e+00, -1.654618e-02, 5.175077e+00, -6.917122e+00, 8.008072e-03
1.128205e+00, 1.619066e-03, -7.111161e-03, 0.000000e+00, 0.000000e+00, 7.638935e-01, 1.416774e+01, -7.286104e-01, -5.590729e-01, -3.891749e-01, -2.469012e-03, -2.007445e-02, 8.926685e-01, 2.138671e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.208901e-03, 0.000000e+00, 3.721080e-03, 9.900765e-03, -2.703978e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.249176e+00, -1.654602e-02, 5.175027e+00, -6.917123e+00, 8.008108e-03
1.141026e+00, 1.618982e-03, -7.110503e-03, 0.000000e+00, 0.000000e+00, 7.638496e-01, 1.416762e+01, -7.285834e-01, -5.590318e-01, -3.891036e-01, -2.469673e-03, -2.007332e-02, 8.925741e-01, 2.141996e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.206121e-03, 0.000000e+00, 3.719225e-03, 9.900226e-03, -2.704431e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.249112e+00, -1.654588e-02, 5.174984e+00, -6.917124e+00, 8.008138e-03
1.153846e+00, 1.618908e-03, -7.109926e-03, 0.000000e+00, 0.000000e+00, 7.638114e-01, 1.416752e+01, -7.285600e-01, -5.589956e-01, -3.890417e-01, -2.470165e-03, -2.007238e-02, 8.924918e-01, 2.144908e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.203680e-03, 0.000000e+00, 3.717591e-03, 9.899748e-03, -2.704825e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.249056e+00, -1.654575e-02, 5.174946e+00, -6.917125e+00, 8.008163e-03
1.179487e+00, 1.618786e-03, -7.108976e-03, 0.000000e+00, 0.000000e+00, 7.637492e-01, 1.416734e+01, -7.285226e-01, -5.589359e-01, -3.889417e-01, -2.470672e-03, -2.007097e-02, 8.923575e-01, 2.149689e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.199660e-03, 0.000000e+00, 3.714895e-03, 9.898955e-03, -2.705466e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248963e+00, -1.654554e-02, 5.174884e+00, -6.917126e+00, 8.008204e-03
1.205128e+00, 1.618689e-03, -7.108227e-03, 0.000000e+00, 0.000000e+00, 7.637008e-01, 1.416721e+01, -7.284942e-01, -5.588886e-01, -3.888652e-01, -2.470655e-03, -2.006997e-02, 8.922527e-01, 2.153459e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.196477e-03, 0.000000e+00, 3.712760e-03, 9.898323e-03, -2.705963e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248890e+00, -1.654536e-02, 5.174834e+00, -6.917127e+00, 8.008238e-03
1.230769e+00, 1.618612e-03, -7.107627e-03, 0.000000e+00, 0.000000e+00, 7.636625e-01, 1.416710e+01, -7.284729e-01, -5.588506e-01, -3.888062e-01, -2.470222e-03, -2.006925e-02, 8.921699e-01, 2.156468e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.193926e-03, 0.000000e+00, 3.711052e-03, 9.897813e-03, -2.706350e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248832e+00, -1.654522e-02, 5.174795e+00, -6.917128e+00, 8.008265e-03
1.282051e+00, 1.618502e-03, -7.106775e-03, 0.000000e+00, 0.000000e+00, 7.636093e-01, 1.416694e+01, -7.284474e-01, -5.587966e-01, -3.887284e-01, -2.468438e-03, -2.006844e-02, 8.920543e-01, 2.160730e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.190276e-03, 0.000000e+00, 3.708622e-03, 9.897076e-03, -2.706862e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248749e+00, -1.654500e-02, 5.174739e+00, -6.917129e+00, 8.008309e-03
1.333333e+00, 1.618427e-03, -7.106198e-03, 0.000000e+00, 0.000000e+00, 7.635746e-01, 1.416683e+01, -7.284385e-01, -5.587601e-01, -3.886811e-01, -2.466187e-03, -2.006814e-02, 8.919776e-01, 2.163590e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.187780e-03, 0.000000e+00, 3.706982e-03, 9.896567e-03, -2.707146e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248693e+00, -1.654485e-02, 5.174702e+00, -6.917129e+00, 8.008344e-03
1.384615e+00, 1.618373e-03, -7.105794e-03, 0.000000e+00, 0.000000e+00, 7.635513e-01, 1.416676e+01, -7.284429e-01, -5.587349e-01, -3.886515e-01, -2.464019e-03, -2.006818e-02, 8.919244e-01, 2.165570e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.186002e-03, 0.000000e+00, 3.705834e-03, 9.896198e-03, -2.707266e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248654e+00, -1.654476e-02, 5.174675e+00, -6.917130e+00, 8.008372e-03
1.435897e+00, 1.618334e-03, -7.105498e-03, 0.000000e+00, 0.000000e+00, 7.635355e-01, 1.416671e+01, -7.284584e-01, -5.587170e-01, -3.886317e-01, -2.462277e-03, -2.006849e-02, 8.918858e-01, 2.166988e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.184673e-03, 0.000000e+00, 3.704998e-03, 9.895916e-03, -2.707264e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248626e+00, -1.654469e-02, 5.174656e+00, -6.917130e+00, 8.008395e-03
1.487179e+00, 1.618303e-03, -7.105273e-03, 0.000000e+00, 0.000000e+00, 7.635244e-01, 1.416667e+01, -7.284830e-01, -5.587039e-01, -3.886172e-01, -2.461110e-03, -2.006899e-02, 8.918562e-01, 2.168039e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.183635e-03, 0.000000e+00, 3.704364e-03, 9.895688e-03, -2.707169e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248605e+00, -1.654464e-02, 5.174642e+00, -6.917130e+00, 8.008413e-03
1.538462e+00, 1.618278e-03, -7.105097e-03, 0.000000e+00, 0.000000e+00, 7.635165e-01, 1.416664e+01, -7.285143e-01, -5.586941e-01, -3.886056e-01, -2.460501e-03, -2.006962e-02, 8.918327e-01, 2.168839e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.182799e-03, 0.000000e+00, 3.703867e-03, 9.895498e-03, -2.707007e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248588e+00, -1.654461e-02, 5.174630e+00, -6.917130e+00, 8.008426e-03
1.589744e+00, 1.618259e-03, -7.104957e-03, 0.000000e+00, 0.000000e+00, 7.635109e-01, 1.416661e+01, -7.285492e-01, -5.586867e-01, -3.885963e-01, -2.460287e-03, -2.007030e-02, 8.918138e-01, 2.169454e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.182120e-03, 0.000000e+00, 3.703470e-03, 9.895338e-03, -2.706806e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248575e+00, -1.654458e-02, 5.174622e+00, -6.917130e+00, 8.008436e-03
1.641026e+00, 1.618243e-03, -7.104848e-03, 0.000000e+00, 0.000000e+00, 7.635069e-01, 1.416659e+01, -7.285842e-01, -5.586812e-01, -3.885896e-01, -2.460197e-03, -2.007097e-02, 8.917991e-01, 2.169922e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.181578e-03, 0.000000e+00, 3.703158e-03, 9.895206e-03, -2.706593e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248565e+00, -1.654456e-02, 5.174615e+00, -6.917130e+00, 8.008443e-03
1.692308e+00, 1.618231e-03, -7.104766e-03, 0.000000e+00, 0.000000e+00, 7.635042e-01, 1.416658e+01, -7.286159e-01, -5.586772e-01, -3.885860e-01, -2.459927e-03, -2.007156e-02, 8.917882e-01, 2.170266e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.181165e-03, 0.000000e+00, 3.702920e-03, 9.895100e-03, -2.706393e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248558e+00, -1.654454e-02, 5.174610e+00, -6.917130e+00, 8.008448e-03
1.743590e+00, 1.618223e-03, -7.104708e-03, 0.000000e+00, 0.000000e+00, 7.635026e-01, 1.416657e+01, -7.286420e-01, -5.586745e-01, -3.885857e-01, -2.459262e-03, -2.007206e-02, 8.917809e-01, 2.170504e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.180866e-03, 0.000000e+00, 3.702747e-03, 9.895020e-03, -2.706227e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248552e+00, -1.654452e-02, 5.174606e+00, -6.917130e+00, 8.008452e-03
1.769231e+00, 1.618220e-03, -7.104687e-03, 0.000000e+00, 0.000000e+00, 7.635021e-01, 1.416657e+01, -7.286524e-01, -5.586736e-01, -3.885866e-01, -2.458774e-03, -2.007227e-02, 8.917784e-01, 2.170589e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.180753e-03, 0.000000e+00, 3.702680e-03, 9.894988e-03, -2.706159e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248551e+00, -1.654452e-02, 5.174605e+00, -6.917130e+00, 8.008453e-03
1.794872e+00, 1.618217e-03, -7.104670e-03, 0.000000e+00, 0.000000e+00, 7.635018e-01, 1.416656e+01, -7.286611e-01, -5.586729e-01, -3.885881e-01, -2.458191e-03, -2.007246e-02, 8.917765e-01, 2.170656e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.180662e-03, 0.000000e+00, 3.702625e-03, 9.894960e-03, -2.706103e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248549e+00, -1.654451e-02, 5.174604e+00, -6.917130e+00, 8.008454e-03
1.807692e+00, 1.618216e-03, -7.104663e-03, 0.000000e+00, 0.000000e+00, 7.635017e-01, 1.416656e+01, -7.286649e-01, -5.586726e-01, -3.885890e-01, -2.457875e-03, -2.007255e-02, 8.917757e-01, 2.170683e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.180623e-03, 0.000000e+00, 3.702601e-03, 9.894947e-03, -2.706079e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248548e+00, -1.654451e-02, 5.174603e+00, -6.917130e+00, 8.008454e-03
1.820513e+00, 1.618215e-03, -7.104656e-03, 0.000000e+00, 0.000000e+00, 7.635017e-01, 1.416656e+01, -7.286682e-01, -5.586723e-01, -3.885899e-01, -2.457553e-03, -2.007264e-02, 8.917751e-01, 2.170706e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.180588e-03, 0.000000e+00, 3.702579e-03, 9.894936e-03, -2.706057e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248548e+00, -1.654451e-02, 5.174603e+00, -6.917130e+00, 8.008455e-03
1.833333e+00, 1.618214e-03, -7.104651e-03, 0.000000e+00, 0.000000e+00, 7.635017e-01, 1.416656e+01, -7.286712e-01, -5.586721e-01, -3.885908e-01, -2.457234e-03, -2.007272e-02, 8.917746e-01, 2.170725e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.180557e-03, 0.000000e+00, 3.702559e-03, 9.894925e-03, -2.706038e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248547e+00, -1.654451e-02, 5.174603e+00, -6.917130e+00, 8.008455e-03
1.846154e+00, 1.618214e-03, -7.104646e-03, 0.000000e+00, 0.000000e+00, 7.635017e-01, 1.416656e+01, -7.286738e-01, -5.586720e-01, -3.885918e-01, -2.456929e-03, -2.007280e-02, 8.917741e-01, 2.170742e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.180529e-03, 0.000000e+00, 3.702540e-03, 9.894914e-03, -2.706021e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248547e+00, -1.654451e-02, 5.174602e+00, -6.917130e+00, 8.008455e-03
1.858974e+00, 1.618213e-03, -7.104642e-03, 0.000000e+00, 0.000000e+00, 7.635018e-01, 1.416656e+01, -7.286761e-01, -5.586719e-01, -3.885926e-01, -2.456650e-03, -2.007287e-02, 8.917737e-01, 2.170755e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.180504e-03, 0.000000e+00, 3.702523e-03, 9.894904e-03, -2.706007e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.248547e+00, -1.654451e-02, 5.174602e+00, -6.917130e+00, 8.008456e-03
